anti-,anti-
anticipate,anticipate
anxiety,anxiety
anxious,anxious
anxiously,anxiously
any,any
anybody,anybody
anyhow,anyhow
anyone,anyone
anything,anything
anyway,anyway
anywhere,anywhere
apart from,apart from
apart,apart
apartment,apartment
apologize,apologize
apparatus,apparatus
apparent,apparent
apparently,apparently
appeal,appeal
appear,appear
appearance,appearance
apple,apple
application,application
apply,apply
appoint,appoint
appointment,appointment
appreciate,appreciate
approach,approach
appropriate,appropriate
approval,approval
approve of,approve of
approve,approve
approving,approving
approximate,approximate
approximately,approximately
arch,arch
are,are
area,area
argue,argue
argument,argument
arise,arise
arm,arm
armed forces,armed forces
armed,armed
armor,armor
arms,arms
army,army
around,around
arrange,arrange
arrangement,arrangement
arrest,arrest
arrival,arrival
arrive at,arrive at
arrive,arrive
arrow,arrow
art,art
article,article
artificial,artificial
artificially,artificially
artist,artist
artistic,artistic
artistically,artistically
as,as
ash,ash
ashamed,ashamed
aside from,aside from
aside,aside
ask,ask
asleep,asleep
aspect,aspect
assist,assist
assistance,assistance
assistant,assistant
associate,associate
associated,associated
association,association
assume,assume
assure,assure
astronomy,astronomy
at,at
atmosphere,atmosphere
atom,atom
attach,attach
attached,attached
attack,attack
attempt,attempt
attempted,attempted
attend to,attend to
attend,attend
attendance,attendance
attention,attention
attitude,attitude
attorney,attorney
attract,attract
attraction,attraction
attractive,attractive
audience,audience
aunt,aunt
author,author
authority,authority
automatic,automatic
automatically,automatically
autumn,autumn
available,available
average,average
avoid,avoid
awake,awake
award,award
aware,aware
away,away
awful,awful
awfully,awfully
awkward,awkward
awkwardly,awkwardly
baby,baby
back up,back up
back,back
background,background
backward,backward
backwards,backwards
bacteria,bacteria
bad,bad
bad-tempered,bad-tempered
badly,badly
bag,bag
baggage,baggage
bake,bake
balance,balance
ball,ball
ban,ban
banana,banana
band,band
bandage,bandage
bank,bank
bar,bar
bare,bare
bargain,bargain
barrel,barrel
barrier,barrier
base on,base on
base,base
baseball,baseball
based on,based on
based,based
basic,basic
basically,basically
basis,basis
basket,basket
basketball,basketball
bath,bath
bathe,bathe
bathroom,bathroom
battery,battery
battle,battle
bay,bay
be left over,be left over
be,be
beach,beach
beak,beak
beam,beam
bean,bean
bear,bear
beard,beard
beat up,beat up
beat,beat
beautiful,beautiful
beautifully,beautifully
beauty,beauty
because of,because of
because,because
become,become
bed,bed
bedroom,bedroom
bee,bee
beef,beef
beer,beer
before,before
beg,beg
begin,begin
beginning,beginning
behalf,behalf
behave,behave
behavior,behavior
behaviour,behaviour
behind,behind
belief,belief
believe in,believe in
believe,believe
bell,bell
belong to,belong to
belong,belong
below,below
belt,belt
bend,bend
beneath,beneath
benefit,benefit
bent,bent
berry,berry
beside,beside
besides,besides
best,best
bet,bet
better,better
betting,betting
between,between
beyond,beyond
bicycle,bicycle
bid 1,bid 1
big,big
bike,bike
bill,bill
billion,billion
bin,bin
bind,bind
biology,biology
bird,bird
birth,birth
birthday,birthday
biscuit,biscuit
bit,bit
bite,bite
bitter,bitter
bitterly,bitterly
bitterness,bitterness
black,black
blade,blade
blame,blame
blank,blank
bleed,bleed
bless,bless
blind,blind
blindness,blindness
block,block
blonde,blonde
blood,blood
blow out,blow out
blow up,blow up
blow,blow
blue,blue
board,board
boat,boat
body,body
boil,boil
bomb,bomb
bone,bone
book,book
boot,boot
border,border
bore,bore
bored,bored
boring,boring
born,born
borrow,borrow
boss,boss
both,both
bother,bother
bottle,bottle
bottom,bottom
bound,bound
bowels,bowels
bowl,bowl
box,box
boy,boy
boyfriend,boyfriend
brain,brain
branch,branch
brand,brand
brass,brass
brave,brave
bread,bread
breadth,breadth
break down,break down
break in,break in
break into,break into
break off,break off
break out,break out
break up,break up
break,break
breakfast,breakfast
breast,breast
breath,breath
breathe in,breathe in
breathe out,breathe out
breathe,breathe
breathing,breathing
breed,breed
brick,brick
bridge,bridge
brief,brief
briefly,briefly
bright,bright
brightly,brightly
brightness,brightness
brilliant,brilliant
bring back,bring back
bring down,bring down
bring forward,bring forward
bring out,bring out
bring up,bring up
bring,bring
broad,broad
broadcast,broadcast
broadly,broadly
broken,broken
brother,brother
brown,brown
brownish,brownish
brush,brush
bubble,bubble
bucket,bucket
budget,budget
build up,build up
build,build
building,building
bullet,bullet
bunch,bunch
burial,burial
burn down,burn down
burn,burn
burnt,burnt
burst into,burst into
burst out,burst out
burst,burst
bury,bury
bus,bus
bush,bush
business,business
businessman,businessman
businesswoman,businesswoman
busy,busy
but,but
butter,butter
button,button
buy,buy
buyer,buyer
by means of,by means of
by,by
bye,bye
cabinet,cabinet
cable,cable
café,café
cage,cage
cake,cake
calculate,calculate
calculation,calculation
calculator,calculator
call back,call back
call for,call for
call off,call off
call up,call up
call,call
called,called
calm down,calm down
calm,calm
calmly,calmly
camera,camera
camp,camp
campaign,campaign
camping,camping
can 1,can 1
can 2,can 2
can,can
cancel,cancel
cancer,cancer
candidate,candidate
candle,candle
candy,candy
cannot,cannot
cap,cap
capable of,capable of
capable,capable
capacity,capacity
capital,capital
captain,captain
capture,capture
car,car
card,card
cardboard,cardboard
care for,care for
care,care
career,career
careful,careful
carefully,carefully
careless,careless
carelessly,carelessly
carelessness,carelessness
carpet,carpet
carriage,carriage
carrot,carrot
carry on,carry on
carry out,carry out
carry,carry
cart,cart
case,case
cash,cash
cast,cast
castle,castle
cat,cat
catch up,catch up
catch,catch
category,category
cattle,cattle
cause,cause
cease,cease
ceiling,ceiling
celebrate,celebrate
celebration,celebration
celebrity,celebrity
cell phone,cell phone
cell,cell
cement,cement
cent,cent
center,center
centimeter,centimeter
centimetre,centimetre
central,central
centre,centre
century,century
ceremony,ceremony
certain,certain
certainly,certainly
certificate,certificate
chain,chain
chair,chair
chairman,chairman
chairperson,chairperson
chairwoman,chairwoman
chalk,chalk
challenge,challenge
chamber,chamber
chance,chance
change round,change round
change,change
channel,channel
chapter,chapter
character,character
characteristic,characteristic
charge,charge
charity,charity
charm,charm
chart,chart
chase away,chase away
chase,chase
chat,chat
cheap,cheap
cheaply,cheaply
cheat of,cheat of
cheat,cheat
check [cheque],check [cheque]
check in,check in
check into,check into
check on,check on
check out,check out
check over,check over
check up on,check up on
check,check
cheek,cheek
cheer,cheer
cheerful,cheerful
cheerfully,cheerfully
cheese,cheese
chemical,chemical
chemist,chemist
chemistry,chemistry
cheque,cheque
chest,chest
chew,chew
chicken,chicken
chief,chief
child,child
childhood,childhood
children,children
chimney,chimney
chin,chin
chip,chip
chocolate,chocolate
choice,choice
choose,choose
chop down,chop down
chop off,chop off
chop,chop
church,church
cigarette,cigarette
cinema,cinema
circle,circle
circular,circular
circumstance,circumstance
citizen,citizen
city,city
civil,civil
civilization,civilization
claim,claim
clap,clap
class,class
classic,classic
classical music,classical music
classroom,classroom
clay,clay
clean up,clean up
clean,clean
clear out,clear out
clear up,clear up
clear,clear
clearly,clearly
clerk,clerk
clever,clever
click,click
client,client
cliff,cliff
climate,climate
climb,climb
climbing,climbing
clock,clock
clockwork,clockwork
close 1,close 1
close 2,close 2
close,close
closed,closed
closely,closely
closet,closet
cloth,cloth
clothes,clothes
clothing,clothing
cloud,cloud
club,club
coach,coach
coal,coal
coast,coast
coat,coat
code,code
coffee,coffee
coin,coin
cold,cold
coldly,coldly
collapse,collapse
collar,collar
colleague,colleague
collect,collect
collection,collection
college,college
color,color
colour,colour
coloured,coloured
colourful,colourful
column,column
comb,comb
combination,combination
combine,combine
come across,come across
come down,come down
come from,come from
come in,come in
come off,come off
come on,come on
come out,come out
come round,come round
come to,come to
come up to,come up to
come up,come up
come,come
comedy,comedy
comfort,comfort
comfortable,comfortable
comfortably,comfortably
command,command
comment,comment
commercial,commercial
commission,commission
commit,commit
commitment,commitment
committee,committee
common,common
commonly,commonly
communicate,communicate
communication,communication
community,community
companion,companion
company,company
compare,compare
comparison,comparison
compete,compete
competition,competition
competitive,competitive
competitor,competitor
complain,complain
complaint,complaint
complete,complete
completely,completely
complex,complex
complicate,complicate
complicated,complicated
compound,compound
computer,computer
computing,computing
concentrate on,concentrate on
concentrate,concentrate
concentration,concentration
concept,concept
concern,concern
concerned,concerned
concerning,concerning
concert,concert
conclude,conclude
conclusion,conclusion
concrete,concrete
condition,condition
conduct,conduct
conference,conference
confidence,confidence
confident,confident
confidently,confidently
confine,confine
confined,confined
confirm,confirm
conflict,conflict
confront,confront
confuse,confuse
confused,confused
confusing,confusing
confusion,confusion
congratulate,congratulate
congratulation,congratulation
congress,congress
conjunction,conjunction
connect,connect
connected,connected
connection,connection
conscience,conscience
conscious,conscious
consequence,consequence
conservative,conservative
consider,consider
considerable,considerable
considerably,considerably
consideration,consideration
consist of,consist of
consist,consist
consonant,consonant
constant,constant
constantly,constantly
construct,construct
construction,construction
consult,consult
consumer,consumer
contact,contact
contain,contain
container,container
contemporary,contemporary
content 1,content 1
contents,contents
contest,contest
context,context
continent,continent
continue,continue
continuous,continuous
continuously,continuously
contract,contract
contrast,contrast
contrasting,contrasting
contribute,contribute
contribution,contribution
control,control
controlled,controlled
convenient,convenient
convention,convention
conventional,conventional
conversation,conversation
convert,convert
convince,convince
cook,cook
cooker,cooker
cookie,cookie
cooking,cooking
cool down,cool down
cool,cool
cope,cope
copper,copper
copy,copy
cord,cord
core,core
corn,corn
corner,corner
correct,correct
correctly,correctly
cost,cost
cottage,cottage
cotton,cotton
cough,cough
coughing,coughing
could,could
council,council
count on,count on
count,count
counter,counter
country,country
countryside,countryside
county,county
couple,couple
courage,courage
course,course
court,court
cousin,cousin
cover up,cover up
cover,cover
covered,covered
covering,covering
cow,cow
coward,coward
cowardly,cowardly
crack,crack
cracked,cracked
craft,craft
crash,crash
crazy,crazy
cream,cream
create,create
creature,creature
credit card,credit card
credit,credit
creep,creep
cricket,cricket
crime,crime
criminal,criminal
crisis,crisis
crisp,crisp
criterion,criterion
critical,critical
criticism,criticism
criticize,criticize
crop,crop
cross out,cross out
cross,cross
crowd,crowd
crowded,crowded
crown,crown
crucial,crucial
cruel,cruel
cruelty,cruelty
crush,crush
cry out,cry out
cry,cry
cultivate,cultivate
cultural,cultural
culture,culture
cup,cup
cupboard,cupboard
curb,curb
cure,cure
curious,curious
curiously,curiously
curl up,curl up
curl,curl
curly,curly
currency,currency
current,current
currently,currently
curse,curse
curtain,curtain
curve,curve
curved,curved
custom,custom
customer,customer
customs,customs
cut back,cut back
cut down,cut down
cut off,cut off
cut out,cut out
cut up,cut up
cut,cut
cycle,cycle
cycling,cycling
dad,dad
daily,daily
damage,damage
damaged,damaged
damp,damp
dance,dance
dancer,dancer
dancing,dancing
danger,danger
dangerous,dangerous
dare,dare
daring,daring
dark,dark
darkness,darkness
data,data
date back,date back
date,date
daughter,daughter
day,day
dead,dead
deaf,deaf
deafness,deafness
deal in,deal in
deal with,deal with
deal,deal
dear,dear
death,death
debate,debate
debt,debt
decade,decade
decay,decay
deceit,deceit
deceive,deceive
decide on,decide on
decide,decide
decimal,decimal
decision,decision
declaration,declaration
declare,declare
decline,decline
decorate,decorate
decoration,decoration
decorative,decorative
decrease,decrease
deep,deep
deeply,deeply
deer,deer
defeat,defeat
defence,defence
defend,defend
defense,defense
define,define
definite,definite
definitely,definitely
definition,definition
degree,degree
delay,delay
deliberate,deliberate
deliberately,deliberately
delicate,delicate
delight,delight
delighted,delighted
deliver,deliver
delivery,delivery
demand,demand
democracy,democracy
democratic,democratic
demonstrate,demonstrate
dentist,dentist
deny,deny
department,department
departure,departure
depend on,depend on
depend,depend
dependent,dependent
deposit,deposit
depress,depress
depressed,depressed
depressing,depressing
depth,depth
derive from,derive from
derive,derive
descend,descend
describe,describe
description,description
descriptive,descriptive
desert,desert
deserted,deserted
deserve,deserve
design,design
designer,designer
desirable,desirable
desire,desire
desk,desk
desperate,desperate
desperately,desperately
despite,despite
destroy,destroy
destruction,destruction
detail,detail
detailed,detailed
determination,determination
determine,determine
determined,determined
develop,develop
development,development
device,device
devil,devil
devote to,devote to
devote,devote
devoted,devoted
diagram,diagram
diamond,diamond
diary,diary
dictionary,dictionary
die away,die away
die out,die out
die,die
diet,diet
difference,difference
different,different
differently,differently
difficult,difficult
difficulty,difficulty
dig,dig
digital,digital
dinner,dinner
dip,dip
direct,direct
direction,direction
directly,directly
director,director
dirt,dirt
dirty,dirty
disabled,disabled
disadvantage,disadvantage
disagree with doing,disagree with doing
disagree,disagree
disagreement,disagreement
disappear,disappear
disappoint,disappoint
disappointed,disappointed
disappointing,disappointing
disappointment,disappointment
disapproval,disapproval
disapprove,disapprove
disapproving,disapproving
disaster,disaster
disc,disc
discipline,discipline
discount,discount
discourage,discourage
discouragement,discouragement
discover,discover
discovery,discovery
discuss,discuss
discussion,discussion
disease,disease
disgust,disgust
disgusted,disgusted
disgusting,disgusting
dish,dish
dishonest,dishonest
dishonestly,dishonestly
disk,disk
dislike,dislike
dismiss,dismiss
display,display
dissatisfied,dissatisfied
dissolve,dissolve
distance,distance
distant,distant
distinguish,distinguish
distribute,distribute
distribution,distribution
district,district
disturb,disturb
disturbing,disturbing
ditch,ditch
divide,divide
division,division
divorce,divorce
divorced,divorced
do 1,do 1
do up,do up
do with,do with
do without,do without
do,do
doctor,doctor
document,document
dog,dog
dollar,dollar
domestic,domestic
dominate,dominate
door,door
doorway,doorway
dot,dot
double,double
doubt,doubt
down,down
download,download
downstairs,downstairs
downward,downward
downwards,downwards
dozen,dozen
draft,draft
drag,drag
drama,drama
dramatic,dramatic
dramatically,dramatically
draw,draw
drawer,drawer
drawing,drawing
dream,dream
dress up,dress up
dress,dress
dressed,dressed
dried,dried
drink,drink
drive away,drive away
drive off,drive off
drive,drive
driver,driver
driving,driving
drop out,drop out
drop,drop
drown,drown
drug,drug
drugstore,drugstore
drum,drum
drunk,drunk
dry off,dry off
dry up,dry up
dry,dry
duck,duck
due,due
dull,dull
dump,dump
during,during
dust,dust
duty,duty
dying,dying
e.g.,e.g.
each other,each other
each,each
eager,eager
ear,ear
early,early
earn,earn
earth,earth
ease,ease
easily,easily
east,east
eastern,eastern
easy,easy
eat out,eat out
eat up,eat up
eat,eat
economic,economic
economics,economics
economy,economy
edge,edge
edition,edition
editor,editor
educate,educate
educated,educated
education,education
educational,educational
effect,effect
effective,effective
effectively,effectively
effectiveness,effectiveness
efficient,efficient
efficiently,efficiently
effort,effort
egg,egg
eight,eight
eighteen,eighteen
eighteenth,eighteenth
eighth,eighth
eightieth,eightieth
eighty,eighty
either,either
elastic,elastic
elbow,elbow
elderly,elderly
elect,elect
election,election
electric,electric
electrical,electrical
electricity,electricity
electronic,electronic
elegant,elegant
element,element
elephant,elephant
elevator,elevator
eleven,eleven
eleventh,eleventh
else,else
elsewhere,elsewhere
email,email
embarrass,embarrass
embarrassed,embarrassed
embarrassing,embarrassing
embarrassment,embarrassment
emerge,emerge
emergency,emergency
emotion,emotion
emotional,emotional
emotionally,emotionally
emphasis,emphasis
emphasize,emphasize
empire,empire
employ,employ
employee,employee
employer,employer
employment,employment
empty,empty
enable,enable
enclose,enclose
enclosed,enclosed
enclosure,enclosure
encounter,encounter
encourage,encourage
encouragement,encouragement
end in,end in
end up,end up
end,end
ending,ending
enemy,enemy
energy,energy
engage,engage
engaged,engaged
engine,engine
engineer,engineer
engineering,engineering
enjoy,enjoy
enjoyable,enjoyable
enjoyment,enjoyment
enormous,enormous
enough,enough
enquiry,enquiry
ensure,ensure
enter,enter
entertain,entertain
entertainer,entertainer
entertaining,entertaining
entertainment,entertainment
enthusiasm,enthusiasm
enthusiastic,enthusiastic
enthusiastically,enthusiastically
entire,entire
entirely,entirely
entitle,entitle
entrance 1,entrance 1
entrance,entrance
entry,entry
envelope,envelope
environment,environment
environmental,environmental
equal,equal
equality,equality
equally,equally
equipment,equipment
equivalent,equivalent
error,error
escape,escape
especially,especially
essay,essay
essential,essential
essentially,essentially
establish,establish
establishment,establishment
estate,estate
estimate,estimate
etc.,etc.
euro,euro
even,even
evening,evening
evenly,evenly
event,event
eventually,eventually
ever,ever
every,every
everybody,everybody
everyone,everyone
everything,everything
everywhere,everywhere
evidence,evidence
evil,evil
ex-,ex-
exact,exact
exactly,exactly
exaggerate,exaggerate
exaggerated,exaggerated
exam,exam
examination,examination
examine,examine
example,example
excellent,excellent
except,except
exception,exception
exchange,exchange
excite,excite
excited,excited
excitement,excitement
exciting,exciting
exclude,exclude
excluding,excluding
excuse,excuse
executive,executive
exercise,exercise
exhibit,exhibit
exhibition,exhibition
exist,exist
existence,existence
exit,exit
expand,expand
expect,expect
expectation,expectation
expected,expected
expense,expense
expensive,expensive
experience,experience
experienced,experienced
experiment,experiment
expert,expert
explain,explain
explanation,explanation
explode,explode
explore,explore
explosion,explosion
explosive,explosive
export,export
expose,expose
express,express
expression,expression
extend,extend
extension,extension
extensive,extensive
extent,extent
extra,extra
extraordinary,extraordinary
extreme,extreme
extremely,extremely
eye,eye
eyelid,eyelid
face up to,face up to
face,face
facility,facility
fact,fact
factor,factor
factory,factory
fail,fail
failure,failure
faint,faint
faintly,faintly
fair,fair
fairly,fairly
fairy,fairy
faith,faith
faithful,faithful
faithfully,faithfully
fall,fall
false,false
fame,fame
familiar,familiar
family,family
famous,famous
fan,fan
fancy,fancy
far,far
farm,farm
farmer,farmer
farming,farming
farmyard,farmyard
farther,farther
farthest,farthest
fashion,fashion
fashionable,fashionable
fast,fast
fasten,fasten
fat,fat
fate,fate
father,father
faucet,faucet
fault,fault
favor,favor
favorable,favorable
favorite,favorite
favour,favour
favourite,favourite
fear,fear
feather,feather
feature,feature
federal,federal
fee,fee
feed,feed
feel,feel
feeling,feeling
feelings,feelings
fellow,fellow
female,female
fence,fence
fertilizer,fertilizer
festival,festival
fetch,fetch
fever,fever
few,few
fibre,fibre
field,field
fierce,fierce
fifteen,fifteen
fifteenth,fifteenth
fifth,fifth
fiftieth,fiftieth
fifty,fifty
fight,fight
fighting,fighting
figure out,figure out
figure,figure
file,file
fill in,fill in
fill out,fill out
fill up,fill up
fill,fill
film,film
final,final
finally,finally
finance,finance
financial,financial
find out,find out
find,find
fine,fine
finely,finely
finger,finger
finish off,finish off
finish,finish
finished,finished
fire,fire
fireplace,fireplace
firm,firm
firmly,firmly
first,first
fish,fish
fisherman,fisherman
fishing,fishing
fit in,fit in
fit,fit
five,five
fix,fix
fixed,fixed
flag,flag
flame,flame
flash,flash
flat,flat
flavour,flavour
flesh,flesh
flight,flight
float,float
flood,flood
flooded,flooded
flooding,flooding
floor,floor
flour,flour
flow,flow
flower,flower
flu,flu
fly,fly
flying,flying
focus,focus
fold,fold
folding,folding
follow up,follow up
follow,follow
follower,follower
following,following
fond,fond
food,food
fool,fool
foolish,foolish
foot,foot
football,football
footpath,footpath
footstep,footstep
for,for
forbid,forbid
force,force
forecast,forecast
forehead,forehead
foreign,foreign
foreigner,foreigner
forest,forest
forever,forever
forget,forget
forgive,forgive
fork,fork
form,form
formal,formal
formally,formally
former,former
formerly,formerly
formula,formula
fort,fort
fortieth,fortieth
fortunate,fortunate
fortune,fortune
forty,forty
forward,forward
forwards,forwards
found,found
foundation,foundation
four,four
fourteen,fourteen
fourteenth,fourteenth
fourth,fourth
fox,fox
frame,frame
free,free
freedom,freedom
freely,freely
freeze,freeze
frequent,frequent
frequently,frequently
fresh,fresh
freshly,freshly
fridge,fridge
friend,friend
friendly,friendly
friendship,friendship
frighten away/off,frighten away/off
frighten,frighten
frightened,frightened
frightening,frightening
from,from
front,front
frozen,frozen
fruit,fruit
fry,fry
fuel,fuel
fulfill,fulfill
full,full
fully,fully
fun,fun
function as,function as
function,function
fund,fund
fundamental,fundamental
funeral,funeral
funny,funny
fur,fur
furnish,furnish
furniture,furniture
furry,furry
further,further
furthest,furthest
future,future
gain,gain
gallon,gallon
gamble,gamble
gambling,gambling
game,game
gap,gap
garage,garage
garbage,garbage
garden,garden
garment,garment
gas,gas
gasoline [petrol],gasoline [petrol]
gasoline,gasoline
gate,gate
gather,gather
gay,gay
gear,gear
gene,gene
general,general
generally,generally
generate,generate
generation,generation
generous,generous
generously,generously
genetic,genetic
gentle,gentle
gentleman,gentleman
gently,gently
genuine,genuine
genuinely,genuinely
geography,geography
get away with,get away with
get away,get away
get back,get back
get by,get by
get in,get in
get into,get into
get off,get off
get on with,get on with
get on,get on
get out of,get out of
get over,get over
get rid of,get rid of
get round to,get round to
get round,get round
get through,get through
get up,get up
get,get
giant,giant
gift,gift
girl,girl
girlfriend,girlfriend
give away,give away
give back,give back
give birth,give birth
give in,give in
give off,give off
give out,give out
give up,give up
give,give
glad,glad
glass,glass
global,global
glory,glory
glove,glove
glue,glue
go ahead,go ahead
go away,go away
go back to,go back to
go back,go back
go by,go by
go down,go down
go into,go into
go off,go off
go on doing,go on doing
go on,go on
go out with,go out with
go out,go out
go over,go over
go round,go round
go through with,go through with
go through,go through
go to,go to
go up,go up
go with,go with
go without,go without
go,go
goal,goal
goat,goat
god,god
gold,gold
golden,golden
golf,golf
good,good
good-bye,good-bye
goodbye,goodbye
goods,goods
govern,govern
government,government
governor,governor
grab,grab
grace,grace
graceful,graceful
grade,grade
gradual,gradual
gradually,gradually
grain,grain
gram,gram
grammar,grammar
grand,grand
grandchild,grandchild
granddaughter,granddaughter
grandfather,grandfather
grandmother,grandmother
grandparent,grandparent
grandparents,grandparents
grandson,grandson
grant,grant
grass,grass
grateful,grateful
grave 1,grave 1
grave,grave
gravely,gravely
gray,gray
great,great
greatly,greatly
green,green
greenish,greenish
greet,greet
greeting,greeting
grey,grey
grief,grief
grieve,grieve
grocery,grocery
ground,ground
group,group
grow up,grow up
grow,grow
growth,growth
guarantee,guarantee
guard,guard
guess,guess
guest,guest
guidance,guidance
guide,guide
guilt,guilt
guilty,guilty
guitar,guitar
gun,gun
guy,guy
habit,habit
habitual,habitual
hair,hair
hairdresser,hairdresser
hairy,hairy
half,half
hall,hall
hammer,hammer
hand back,hand back
hand down,hand down
hand in,hand in
hand out,hand out
hand over,hand over
hand round,hand round
hand,hand
handkerchief,handkerchief
handle,handle
hang about with,hang about with
hang about,hang about
hang around with,hang around with
hang around,hang around
hang on to,hang on to
hang on,hang on
hang up,hang up
hang,hang
happen to,happen to
happen,happen
happily,happily
happiness,happiness
happy,happy
hard,hard
harden,harden
hardly,hardly
hardship,hardship
harm,harm
harmful,harmful
harmless,harmless
hasty,hasty
hat,hat
hate,hate
hatred,hatred
have back,have back
have on,have on
have to,have to
have,have
he,he
head teacher,head teacher
head,head
headache,headache
heal,heal
health,health
healthy,healthy
hear from,hear from
hear of,hear of
hear,hear
hearing,hearing
heart,heart
heat up,heat up
heat,heat
heating,heating
heaven,heaven
heavily,heavily
heavy,heavy
heel,heel
height,height
helicopter,helicopter
hell,hell
hello,hello
help out,help out
help,help
helpful,helpful
hen,hen
hence,hence
her,her
here,here
hero,hero
hers,hers
herself,herself
hesitate,hesitate
hi,hi
hidden,hidden
hide,hide
high,high
highlight,highlight
highly,highly
highway,highway
hill,hill
him,him
himself,himself
hip,hip
hire out,hire out
hire,hire
his,his
historical,historical
history,history
hit,hit
hobby,hobby
hold back,hold back
hold on to,hold on to
hold on,hold on
hold out,hold out
hold up,hold up
hold,hold
hole,hole
holiday,holiday
hollow,hollow
holy,holy
home,home
homework,homework
honest,honest
honestly,honestly
honesty,honesty
honor,honor
honorable,honorable
honour,honour
hook,hook
hope,hope
hopeful,hopeful
hopeless,hopeless
horizon,horizon
horizontal,horizontal
horn,horn
horror,horror
horse,horse
hospital,hospital
host,host
hot,hot
hotel,hotel
hour,hour
hourly,hourly
house,house
household,household
housing,housing
how,how
however,however
huge,huge
human,human
humor,humor
humorous,humorous
humorously,humorously
humour,humour
hundred,hundred
hundredth,hundredth
hunger,hunger
hungry,hungry
hunt,hunt
hunting,hunting
hurry up,hurry up
hurry,hurry
hurt,hurt
husband,husband
hut,hut
i.e.,i.e.
ice cream,ice cream
ice,ice
icy,icy
idea,idea
ideal,ideal
identify with,identify with
identify,identify
identity,identity
if,if
ignore,ignore
ill,ill
illegal,illegal
illegally,illegally
illness,illness
illustrate,illustrate
image,image
imaginary,imaginary
imagination,imagination
imagine,imagine
immediate,immediate
immediately,immediately
immoral,immoral
impact,impact
impatient,impatient
implication,implication
imply,imply
impolite,impolite
import,import
importance,importance
important,important
importantly,importantly
impose,impose
impossible,impossible
impress,impress
impressed,impressed
impression,impression
impressive,impressive
improve,improve
improvement,improvement
in charge of,in charge of
in fact,in fact
in order to,in order to
in,in
inability,inability
inch,inch
incident,incident
include,include
including,including
income,income
incorrect,incorrect
increase,increase
increasingly,increasingly
indeed,indeed
independence,independence
independent,independent
independently,independently
index,index
indicate,indicate
indication,indication
indirect,indirect
indirectly,indirectly
individual,individual
indoor,indoor
indoors,indoors
industrial,industrial
industry,industry
inevitable,inevitable
inevitably,inevitably
infect,infect
infected,infected
infection,infection
infectious,infectious
infinitive,infinitive
influence,influence
influential,influential
inform,inform
informal,informal
information,information
ingredient,ingredient
initial,initial
initially,initially
initiative,initiative
injure,injure
injured,injured
injury,injury
ink,ink
inner,inner
innocent,innocent
inquire,inquire
inquiry,inquiry
insect,insect
insert,insert
inside,inside
insist on doing,insist on doing
insist on,insist on
insist,insist
install,install
instance,instance
instead of,instead of
instead,instead
institute,institute
institution,institution
instruct,instruct
instruction,instruction
instrument,instrument
insult,insult
insulting,insulting
insurance,insurance
insure,insure
intelligence,intelligence
intelligent,intelligent
intend,intend
intended,intended
intention,intention
interest,interest
interested,interested
interesting,interesting
interior,interior
internal,internal
